Trait,chr,region,rsID,95g,AMR,EAS,SAS,EUR,AFR
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_3_peripheral_neuropathy),11,62693757,rs575134,1,0.9856,1,0.999,0.998,0.885
Trans_fatty_acid_levels,22,25793690,rs5752209,0.452632,0.0865,0.1151,0.0184,0.0119,0.0023
Trans_fatty_acid_levels,22,25811943,rs5752223,0.431579,0.0865,0.1111,0.0215,0.0119,0.0038
Prostate_cancer,22,43104206,rs5759167,1,0.3444,0.3125,0.455,0.493,0.2133
Obesity-related_traits,22,47792504,rs5767992,1,0.915,0.9008,0.8906,0.8757,0.5696
Obesity-related_traits,10,95470005,rs579342,0.0315789,0.0533,0.0208,0.0838,0.1004,0.0204
Response_to_amphetamines,13,103439195,rs583464,0.978947,0.8156,0.6518,0.6094,0.7207,0.5461
Obesity-related_traits,11,117980337,rs58603829,0.0842105,0.0288,0.0149,0.0256,0.004,0.1346
Obesity-related_traits,1,201661827,rs586688,0.0105263,0.1095,0.0417,0.0706,0.1491,0.5083
HDL_cholesterol,16,56981179,rs5880,0.263158,0.0908,0.0089,0.0828,0.0517,0.0038
Response_to_amphetamines,8,43840091,rs58810682,0.284211,0.1729,0.2183,0.3303,0.1958,0.0129
Obesity-related_traits,6,132321978,rs589756,0.136842,0.1412,0.001,0.1053,0.1909,0.1732
Fibrinogen,22,50663510,rs6010044,0.642105,0.2709,0.4315,0.2178,0.2187,0.1067
Cognitive_performance,20,44225494,rs6017291,0.789474,0.245,0.3006,0.2127,0.0567,0.2012
Obesity-related_traits,20,56534248,rs6024938,0.526316,0.5072,0.5456,0.5286,0.6252,0.9365
Obesity-related_traits,20,57495449,rs6025590,0.947368,0.683,0.6567,0.7904,0.5875,0.888
Obesity-related_traits,20,17455828,rs6044834,0.115789,0.1037,0.005,0.0511,0.1451,0.1732
Obesity-related_traits,20,19821544,rs6046346,0.0736842,0.0072,0,0,0,0.1021
Cognitive_performance,20,25038463,rs6050267,0.115789,0.1052,0.005,0.1104,0.1074,0.3775
Obesity-related_traits,20,2594723,rs6050469,0.0736842,0.0173,0,0,0,0.0968
Response_to_amphetamines,20,7314256,rs6054906,0.473684,0.5432,0.4514,0.4162,0.5139,0.73
Asthma_(childhood_onset),20,7405311,rs6054973,0.0736842,0.0173,0,0.002,0.002,0.1914
Obesity-related_traits,20,9798081,rs6056891,0.936842,0.7752,0.6885,0.7843,0.7028,0.8563
Obesity-related_traits,20,49403281,rs6063399,0.852632,0.5216,0.6062,0.5,0.4602,0.5514
Cotinine_glucuronidation,9,108111500,rs60634637,0.0105263,0.013,0.0099,0.0143,0.002,0.1195
Obesity-related_traits,15,45642671,rs607541,0.0105263,0.487,0.63,0.2894,0.1561,0.41
Obesity-related_traits,20,22906619,rs6075982,0.673684,0.3285,0.4504,0.3763,0.2157,0.2844
Response_to_abacavir-containing_treatment_in_HIV-1_infection_(virologic_failure),6,95928822,rs608114,1,0.9092,0.874,0.8558,0.9284,0.9871
Immune_response_to_smallpox_vaccine_(IL-6),20,2014888,rs6081597,0.105263,0.0331,0,0.0174,0.0358,0.0023
Obesity-related_traits,20,57926923,rs6099847,0.315789,0.2075,0.1558,0.2853,0.2008,0.5189
Glucose_homeostasis_traits,20,60223978,rs6100794,0.115789,0.0231,0,0,0,0.0613
Response_to_amphetamines,20,43858564,rs6103489,0.789474,0.5375,0.6101,0.6217,0.4523,0.6059
Obesity-related_traits,20,839019,rs6108038,0.0736842,0.0418,0.0139,0.0327,0.0656,0.1415
Cognitive_performance,20,8134057,rs6118083,0.463158,0.2017,0.1468,0.1309,0.2286,0.0991
Response_to_citalopram_treatment,20,57063694,rs6127921,0.8,0.2651,0.4435,0.1033,0.1203,0.1596
Adolescent_idiopathic_scoliosis,20,21904055,rs6137473,0.505263,0.4582,0.5149,0.4622,0.5636,0.7352
Response_to_abacavir-containing_treatment_in_HIV-1_infection_(virologic_failure),15,38932685,rs61501627,0.284211,0.1052,0.0823,0.1288,0.0865,0.534
Response_to_efavirenz-containing_treatment_in_HIV_1_infection_(virologic_failure),21,31133966,rs61550741,0.0421053,0.0476,0.1101,0.0746,0.0696,0.3048
Response_to_amphetamines,11,20962659,rs61883261,0.0421053,0.0504,0.0972,0.0521,0.0656,0.0151
Obesity-related_traits,13,29324646,rs61999321,0.0105263,0.0173,0,0.0164,0.0417,0.0061
Body_mass_index,16,53777876,rs62033400,0.105263,0.2291,0.1706,0.2894,0.4155,0.0582
Response_to_abacavir-containing_treatment_in_HIV-1_infection_(virologic_failure),18,62171686,rs62096106,0.0315789,0.0634,0,0.0133,0.1024,0.0061
Obesity-related_traits,18,322522,rs621636,0.210526,0.1758,0.381,0.3057,0.2207,0.0242
Forced_vital_capacity,2,55968561,rs62164511,0.894737,0.4827,0.1419,0.1155,0.3887,0.053
Tourette_syndrome,11,86072696,rs621942,0.505263,0.232,0.1181,0.2781,0.2386,0.3525
Alzheimer's_disease_(late_onset),10,10958376,rs62209,0.0526316,0.1945,0.0823,0.135,0.167,0.7761
Obesity-related_traits,4,1045427,rs62296075,0.0421053,0.0432,0.123,0.0164,0.0527,0.025
Glycemic_traits_(pregnancy),5,96393194,rs6235,0.242105,0.2305,0.3591,0.2771,0.2594,0.1263
Response_to_abacavir-containing_treatment_in_HIV-1_infection_(virologic_failure),6,99541358,rs62432346,0.231579,0.1095,0.0069,0.0654,0.0775,0.0061
Triglycerides,6,167135059,rs62436827,0.231579,0.0937,0.0625,0.0798,0.0765,0.0023
Bronchopulmonary_dysplasia,7,78523355,rs62468577,0.0105263,0.0735,0.0675,0.1022,0.1571,0.1657
Obesity-related_traits,13,34331918,rs627871,0.0105263,0.0029,0,0,0,0.0915
Obesity-related_traits,4,47406692,rs6289,0.0210526,0.1873,0.0179,0.1943,0.3062,0.3064
Body_mass_index_(change_over_time),7,112058053,rs634010,0.136842,0.6427,0.7173,0.6319,0.6968,0.9244
Prostate_cancer,1,10496040,rs636291,0.757895,0.4928,0.7361,0.7147,0.6839,0.1944
Obesity-related_traits,13,110137885,rs641862,0.0105263,0.013,0.001,0.002,0,0.0749
Obesity-related_traits,1,158088319,rs6427419,0.957895,0.5836,0.6974,0.6196,0.5149,0.0257
Body_mass_index_in_asthmatics,18,2946293,rs643507,1,0.9697,0.9931,0.9233,0.9732,0.7209
Obesity-related_traits,18,355944,rs644435,0.442105,0.3732,0.1012,0.2393,0.3091,0.6936
Prostate_cancer,7,98187015,rs6465657,0.473684,0.3156,0.1498,0.1902,0.5099,0.0356
Antipsychotic-induced_QTc_interval_prolongation,8,97317537,rs6468544,0.0421053,0.2075,0.0149,0.1462,0.3072,0.4153
Response_to_efavirenz-containing_treatment_in_HIV_1_infection_(virologic_failure),8,93703063,rs6471393,0.747368,0.6326,0.505,0.7423,0.6869,0.7874
Obesity-related_traits,9,18444140,rs6475216,0.694737,0.5072,0.5466,0.4601,0.5457,0.3124
Obesity-related_traits,9,289061,rs6476030,0.252632,0.1023,0.0198,0.046,0.0328,0.18
Cognitive_performance,15,94968608,rs6496074,0.0421053,0.3127,0.2778,0.4356,0.4215,0.6036
IgE_levels,16,69796425,rs6499255,0.726316,0.3718,0.3829,0.3671,0.2227,0.6793
Forced_vital_capacity,17,70980274,rs6501431,0.989474,0.8329,0.9702,0.7648,0.7873,0.8502
Obesity-related_traits,17,54470764,rs6504909,0.105263,0.1988,0.0516,0.1268,0.2147,0.6997
Obesity-related_traits,18,30376477,rs6508673,0.0210526,0.0245,0.1369,0.0368,0.0726,0.0696
Bronchopulmonary_dysplasia,11,35517721,rs650950,0.821053,0.6499,0.9742,0.7434,0.5268,0.8177
Prostate_cancer,6,160160342,rs651164,0.684211,0.6628,0.4315,0.5491,0.6899,0.7821
Glycemic_traits_(pregnancy),21,41211811,rs6517656,0.221053,0.2104,0.0486,0.1585,0.1769,0.848
Response_to_amphetamines,4,91082746,rs6532271,0.189474,0.3055,0.2073,0.1012,0.1441,0.3154
Tourette_syndrome,12,106391776,rs6539267,0.0842105,0.1801,0.0446,0.2393,0.3091,0.0809
Prostate_cancer,2,63074029,rs6545977,0.610526,0.4914,0.2272,0.3569,0.503,0.4864
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_2_peripheral_neuropathy),8,24942229,rs6557786,1,0.9207,0.9802,0.8988,0.8539,0.8343
Preeclampsia,13,39329106,rs6563695,0.252632,0.1153,0.1329,0.2147,0.0775,0.2595
Fat_body_mass,18,60161902,rs6567160,0.0315789,0.1311,0.1825,0.318,0.2396,0.2201
Cognitive_performance,14,78319816,rs6574433,0.168421,0.3458,0.6855,0.4417,0.4443,0.7814
Obesity-related_traits,14,81312300,rs6574644,0.989474,0.7536,0.5823,0.7474,0.7863,0.8245
Allergic_rhinitis,3,197352715,rs6583203,0.842105,0.5115,0.0506,0.3006,0.3201,0.3699
Allergic_rhinitis,7,40483,rs6583337,0.0736842,0.255,0.4742,0.2321,0.33,0.4244
Obesity-related_traits,10,98410626,rs6584202,0.810526,0.389,0.4395,0.4908,0.2356,0.6604
Obesity-related_traits,1,47789110,rs6588505,0.652632,0.33,0.4841,0.2342,0.2386,0.416
Triglycerides,11,116781707,rs6589566,0.747368,0.8674,0.7609,0.8119,0.9085,0.9939
Response_to_abacavir-containing_treatment_in_HIV-1_infection_(virologic_failure),5,109205522,rs6594357,0.389474,0.6513,0.626,0.7157,0.7137,0.7035
Obesity-related_traits,1,26293158,rs6598955,0.389474,0.2896,0.1488,0.3078,0.3002,0.5378
Glucose_homeostasis_traits,10,17554122,rs6602203,0.547368,0.513,0.6389,0.6912,0.504,0.8071
Trans_fatty_acid_levels,9,27152310,rs664461,0.231579,0.4856,0.3681,0.5501,0.4016,0.5424
Response_to_amphetamines,18,78655450,rs66591657,0.0105263,0.147,0.1905,0.2014,0.2028,0.2345
Obesity-related_traits,1,56803848,rs6662617,0.273684,0.2795,0.1548,0.3589,0.4503,0.1354
Obesity-related_traits,1,237186438,rs6683225,0.568421,0.4611,0.6458,0.545,0.5129,0.6407
Acute_lymphoblastic_leukemia_(childhood),1,66303417,rs6683977,0.126316,0.2824,0.1637,0.3497,0.5636,0.0439
Obesity-related_traits,1,17918213,rs6686929,0.778947,0.4568,0.6488,0.5481,0.5924,0.4047
Obesity-related_traits,1,154781718,rs6691316,0.915789,0.7291,0.8214,0.6994,0.675,0.6089
Obesity-related_traits,1,17593322,rs6693036,0.0421053,0.0591,0.1726,0.0256,0.0288,0.2738
Obesity-related_traits,2,70141791,rs6708331,0.0421053,0.1066,0.1101,0.0808,0.2197,0.3154
Obesity-related_traits,2,3701381,rs6730148,0.0421053,0.0807,0.0903,0.0337,0.0696,0.2572
Glucose_homeostasis_traits,12,118353636,rs673078,1,0.8963,0.9901,0.9356,0.7704,0.9766
Obesity-related_traits,2,114829362,rs6732028,0.0736842,0.2968,0.1419,0.3517,0.4672,0.3321
Fibrinogen,2,113083453,rs6734238,0.315789,0.3343,0.0665,0.3569,0.4125,0.466
Cognitive_performance,2,11080436,rs6739054,0.768421,0.3689,0.4038,0.4509,0.3181,0.0772
5-HTT_brain_serotonin_transporter_levels,2,38689828,rs6741892,0.242105,0.1023,0.1915,0.2495,0.0746,0.2542
Obesity-related_traits,2,170604622,rs6749331,0.0105263,0.1282,0.0516,0.181,0.1183,0.6331
Response_to_amphetamines,2,201994894,rs6754521,0.157895,0.232,0.0833,0.3395,0.2922,0.1157
Obesity-related_traits,2,68423865,rs6759808,0.989474,0.7089,0.8899,0.681,0.6441,0.3631
Obesity-related_traits,3,43256197,rs6767019,0.0210526,0.1196,0.002,0.0409,0.1511,0.1989
Obesity-related_traits,3,57794109,rs6768930,0.631579,0.4467,0.5575,0.6145,0.4036,0.1558
Obesity-related_traits,3,196351556,rs6774852,0.978947,0.8069,0.9683,0.9192,0.8469,0.9985
Obesity-related_traits,7,54607180,rs679830,0.431579,0.8703,0.8254,0.9213,0.9453,0.7194
Obesity-related_traits,3,184125347,rs6806377,0.673684,0.5274,0.3948,0.4673,0.5308,0.7337
Obesity-related_traits,4,30066591,rs6818288,0.0210526,0.1484,0.0774,0.089,0.1402,0.5575
Trans_fatty_acid_levels,4,187703512,rs6821057,0.0315789,0.0994,0.1687,0.1738,0.0765,0.202
Trans_fatty_acid_levels,4,187703808,rs6821987,0.0315789,0.0994,0.1696,0.1718,0.0765,0.2118
Obesity-related_traits,4,26999373,rs6822297,0.557895,0.3948,0.1597,0.4039,0.4732,0.146
Obesity-related_traits,1,184792231,rs682331,0.589474,0.4582,0.6458,0.5112,0.4284,0.7322
Bone_mineral_density,4,1005657,rs6827815,0.0105263,0.111,0.2133,0.3078,0.167,0.2935
Trans_fatty_acid_levels,4,89272576,rs6830724,0.326316,0.1484,0.2282,0.2188,0.1561,0.3714
Cotinine_glucuronidation,4,57282220,rs6832720,0.0105263,0.0548,0.002,0.0481,0.0338,0.4418
Obesity-related_traits,4,35981489,rs6834483,1,0.9798,0.9385,0.9642,0.9732,0.9871
Trans_fatty_acid_levels,4,187698817,rs6836250,0.0210526,0.1153,0.1687,0.1738,0.0805,0.4433
Trans_fatty_acid_levels,4,187699190,rs6836750,0.0315789,0.1167,0.1687,0.1738,0.0805,0.4433
Trans_fatty_acid_levels,4,187699229,rs6836899,0.0315789,0.1138,0.1687,0.1738,0.0805,0.4418
Obesity-related_traits,4,14142584,rs6844339,0.0736842,0.3271,0.1538,0.4387,0.4245,0.5015
Obesity-related_traits,1,47559391,rs685001,0.968421,0.6268,0.9603,0.6605,0.4742,0.7421
Trans_fatty_acid_levels,4,89273009,rs6854292,0.315789,0.1455,0.2272,0.2188,0.1551,0.3495
Obesity-related_traits,4,181783398,rs6855088,0.6,0.2147,0.2361,0.1953,0.1849,0.1293
Trans_fatty_acid_levels,5,142716387,rs6890562,0.305263,0.1441,0.4901,0.2229,0.0477,0.2829
Bone_mineral_density,5,89031965,rs6894139,0.936842,0.5605,0.5605,0.4141,0.4791,0.8321
Response_to_amphetamines,5,130456441,rs6894216,0.515789,0.4625,0.3085,0.4775,0.5567,0.0272
Obesity-related_traits,5,106083812,rs6894797,0.0105263,0.072,0.0099,0.0818,0.1103,0.0923
Obesity-related_traits,6,131907629,rs6907728,0.357895,0.1412,0.2381,0.0838,0.0984,0.3336
Obesity-related_traits,6,74161515,rs6912405,0.778947,0.4107,0.4067,0.2423,0.2932,0.7262
Obesity-related_traits,6,70950408,rs6922893,0.978947,0.7464,0.6448,0.545,0.6769,0.7958
Forced_vital_capacity,6,7800879,rs6923462,0.252632,0.1484,0.002,0.09,0.1352,0.3109
Obesity-related_traits,7,82153198,rs6942458,0.294737,0.1988,0.1577,0.2914,0.2276,0.4849
Obesity-related_traits,7,63117392,rs6956675,1,0.8746,0.7728,0.7812,0.7465,0.9244
Acute_lymphoblastic_leukemia_(childhood),7,50405553,rs6964969,0.4,0.2334,0.1081,0.2914,0.3181,0.174
Response_to_citalopram_treatment,7,157087704,rs6966038,0.231579,0.1484,0.0496,0.2219,0.163,0.559
Obesity-related_traits,7,2542818,rs6972204,0.189474,0.1369,0.0823,0.0562,0.1501,0.2526
Obesity-related_traits,7,35567623,rs6973609,0.905263,0.5648,0.7361,0.7474,0.3946,0.5968
Obesity-related_traits,8,65551243,rs6981992,0.452632,0.5403,0.1012,0.3108,0.6928,0.9266
Prostate_cancer,8,127094635,rs6983561,0.0105263,0.0591,0.2143,0.1012,0.0358,0.5265
Trans_fatty_acid_levels,6,30345563,rs6986,0.0736842,0.1816,0.1667,0.3763,0.2545,0.2905
Bronchopulmonary_dysplasia,8,101583982,rs6988306,0.0210526,0.0778,0.0427,0.1472,0.1252,0.112
Response_to_amphetamines,8,140140070,rs6992848,0.747368,0.3199,0.0099,0.135,0.2654,0.4062
Carotid_plaque_burden_(smoking_interaction),8,74097998,rs7001413,0.0210526,0.0346,0,0.0102,0.0268,0.1225
Obesity-related_traits,7,46713893,rs700750,0.315789,0.5346,0.8532,0.7454,0.6332,0.5968
Obesity-related_traits,22,20241019,rs701428,0.557895,0.4683,0.5446,0.5225,0.6223,0.3949
Glucose_homeostasis_traits,9,22137686,rs7018475,0.505263,0.3329,0.4018,0.3487,0.2694,0.264
Glucose_homeostasis_traits,9,117036606,rs7036846,1,0.9914,1,1,0.998,0.857
Obesity-related_traits,9,38675468,rs7039377,0.673684,0.4726,0.4762,0.4877,0.502,0.6762
Obesity-related_traits,10,22558510,rs7094131,0.842105,0.6326,0.5536,0.7699,0.6083,0.2073
Hip_circumference_(psychosocial_stress_interaction),10,6749072,rs7094310,0.0105263,0.0231,0,0.0225,0.0746,0.0061
Obesity-related_traits,10,10254156,rs7097577,1,0.9798,1,0.9867,0.998,0.857
Bone_mineral_density,11,15688538,rs7108738,0.242105,0.2378,0.2063,0.135,0.2207,0.2882
Obesity-related_traits,11,125407598,rs7112365,0.0421053,0.0965,0.0179,0.0757,0.1252,0.2595
Obesity-related_traits,11,128567058,rs7117932,0.294737,0.3141,0.248,0.3804,0.4473,0.2201
Adverse_response_to_radiation_therapy,11,93058934,rs7120482,0.0526316,0.1859,0.0188,0.1513,0.3121,0.0643
Obesity-related_traits,11,64545819,rs7124676,0.115789,0.2651,0.0238,0.3497,0.5586,0.0439
Prostate_cancer,11,2212344,rs7127900,0.968421,0.6527,0.8919,0.7495,0.8151,0.587
Obesity-related_traits,11,20334898,rs7128099,0.873684,0.6671,0.2798,0.7689,0.834,0.4917
Prostate_cancer,11,69228491,rs7130881,0.0315789,0.085,0.0169,0.0798,0.1759,0.1778
Bone_mineral_density,16,86681109,rs71390846,0.0736842,0.0807,0.2956,0.1196,0.1561,0.0681
Immune_response_to_smallpox_vaccine_(IL-6),14,97996820,rs7140601,0.568421,0.2824,0.5516,0.4693,0.2028,0.7269
Obesity-related_traits,14,61267922,rs7141238,0.368421,0.1326,0.1448,0.1135,0.0497,0.2632
Cognitive_performance,14,48095753,rs7151223,0.0842105,0.2478,0.0625,0.2526,0.3509,0.4077
Bronchopulmonary_dysplasia,5,63088872,rs71627250,0.294737,0.072,0.1736,0.0429,0.0447,0.0764
Obesity-related_traits,15,78406417,rs7163013,0.915789,0.6816,0.5069,0.6656,0.5616,0.7383
Glucose_homeostasis_traits,15,77527334,rs7172809,0.757895,0.4654,0.1944,0.365,0.4761,0.4433
Response_to_efavirenz-containing_treatment_in_HIV_1_infection_(virologic_failure),15,96416625,rs7174156,0.694737,0.4539,0.7242,0.4417,0.4135,0.5348
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_2_peripheral_neuropathy),9,3844061,rs717423,0.221053,0.1873,0.1944,0.1493,0.2793,0.0401
Trans_fatty_acid_levels,15,33661740,rs7174989,0.526316,0.9337,0.9256,0.9458,0.9622,0.6006
Trans_fatty_acid_levels,15,33661707,rs7181696,0.705263,0.9366,0.9256,0.9458,0.9622,0.6135
Carotid_plaque_burden_(smoking_interaction),15,45840303,rs7182209,0.0105263,0.0274,0.001,0,0.002,0.3623
Obesity-related_traits,14,30020417,rs718545,0.326316,0.1412,0.3274,0.2065,0.1014,0.0045
Obesity-related_traits,16,79329917,rs7191820,0.6,0.513,0.5754,0.4601,0.6581,0.2179
Response_to_amphetamines,16,76284645,rs7193230,0.968421,0.7752,0.752,0.6074,0.7266,0.9274
Obesity-related_traits,16,24567137,rs7195386,0.842105,0.647,0.4266,0.7628,0.5328,0.9017
Fibrinogen,16,53158419,rs7204230,0.0210526,0.1902,0.244,0.3446,0.2962,0.3548
Glucose_homeostasis_traits,17,40800750,rs7219451,0.410526,0.3876,0.4276,0.5389,0.4662,0.8328
Obesity-related_traits,17,81144773,rs7220048,0.715789,0.4856,0.2758,0.3108,0.496,0.5779
Pulmonary_emphysema,17,76992362,rs7221059,0.105263,0.1499,0.0268,0.1769,0.2018,0.3941
Obesity-related_traits,18,36791898,rs7226408,0.273684,0.1873,0.001,0.0777,0.1789,0.3442
Obesity-related_traits,18,39585341,rs7226835,0.0105263,0.0533,0.003,0.0706,0.1054,0.0431
Obesity-related_traits,18,25813140,rs7231041,0.210526,0.183,0.4177,0.3047,0.2863,0.1952
Obesity-related_traits,18,24526812,rs7235440,0.8,0.5216,0.5913,0.4724,0.3797,0.6384
Allergic_rhinitis,18,23850780,rs7237244,0.663158,0.2176,0.0605,0.044,0.0258,0.0023
Response_to_citalopram_treatment,18,34065415,rs7239368,0.347368,0.3674,0.5298,0.5399,0.4254,0.2315
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_1_peripheral_neuropathy),18,8931654,rs7244245,0.115789,0.147,0.0308,0.2004,0.1431,0.4039
Fractional_exhaled_nitric_oxide_(childhood),19,30888202,rs7245959,0.431579,0.3963,0.6032,0.5501,0.4523,0.2428
Bronchopulmonary_dysplasia,19,22873544,rs7246967,0.178947,0.1297,0.1726,0.1196,0.1759,0.3638
Obesity-related_traits,4,127420965,rs724950,0.926316,0.6744,0.371,0.3252,0.4861,0.7231
Obesity-related_traits,19,1803583,rs7253430,0.136842,0.1542,0.3224,0.1575,0.17,0.4713
Chronic_hepatitis_C_infection,20,3213247,rs7270101,0.0736842,0.0821,0,0.0153,0.1292,0.0711
Bronchopulmonary_dysplasia,10,65983896,rs72791417,0.578947,0.2046,0.1567,0.2444,0.0994,0.0189
Allergic_rhinitis,22,41000349,rs7287939,0.0421053,0.0317,0.0089,0.0644,0.0795,0.0038
Triglycerides,17,78443279,rs72925845,0.0105263,0.0548,0.0417,0.0603,0.1213,0.0265
Brain_structure,12,116889787,rs7294919,0.0736842,0.1254,0.2083,0.0808,0.0964,0.4448
Response_to_amphetamines,3,1700081,rs73001827,0.0105263,0.0692,0.004,0.1022,0.1471,0.0076
Obesity-related_traits,1,152515441,rs73004856,0.0105263,0.013,0,0,0.005,0.1921
Obesity-related_traits,19,33034013,rs73039434,0.126316,0.1081,0.2014,0.2607,0.0606,0.2436
Response_to_amphetamines,12,130868017,rs7304057,0.0105263,0.0821,0.1171,0.0849,0.16,0.1248
Type_2_diabetes,12,120965129,rs7305618,0.105263,0.1787,0.5526,0.2914,0.2376,0.4365
Type_2_diabetes,14,100676553,rs730570,0.105263,0.4942,0.2381,0.5389,0.841,0.2413
Obesity-related_traits,12,47529233,rs7307902,0.221053,0.2305,0.501,0.3742,0.4175,0.0499
Obesity-related_traits,12,74660813,rs7311660,0.547368,0.4135,0.3671,0.4387,0.3559,0.8048
Response_to_efavirenz-containing_treatment_in_HIV_1_infection_(virologic_failure),12,110270941,rs73206853,0.0210526,0.1037,0.0119,0.1043,0.1362,0.4039
Preeclampsia,13,77305241,rs7322722,0.0736842,0.0965,0.3343,0.4294,0.169,0.0915
Trans_fatty_acid_levels,13,46554466,rs7325799,0.0210526,0.013,0.0496,0.0378,0.0159,0.0257
Asthma_(childhood_onset),13,35777629,rs7328278,0.0105263,0.0303,0.129,0.0961,0.0268,0.2383
Obesity-related_traits,13,91849410,rs7328464,0.0315789,0.0749,0.0952,0.045,0.1113,0.2284
Body_mass_index_(interaction),14,55866795,rs7350721,0.284211,0.219,0.2679,0.2526,0.3668,0.0136
Obesity-related_traits,2,144594254,rs7355746,1,0.9726,0.999,0.998,0.9831,0.8275
Obesity-related_traits,16,11281009,rs737008,0.221053,0.4308,0.3185,0.4836,0.6809,0.503
Obesity-related_traits,22,36812105,rs739031,0.936842,0.8184,0.875,0.8517,0.9264,0.7383
Obesity-related_traits,22,26655335,rs739310,0.421053,0.2205,0.3502,0.273,0.1779,0.0877
Immune_response_to_smallpox_vaccine_(IL-6),11,42294336,rs7394570,0.978947,0.9049,0.998,0.953,0.9602,0.7095
Obesity-related_traits,16,6106325,rs7403856,0.315789,0.7147,0.5476,0.727,0.6402,0.8404
Obesity-related_traits,15,95829400,rs744738,0.347368,0.121,0.247,0.273,0.0646,0.0741
Obesity-related_traits,7,25968432,rs745580,0.642105,0.4654,0.3244,0.3865,0.4314,0.7542
Response_to_efavirenz-containing_treatment_in_HIV_1_infection_(virologic_failure),7,125820594,rs7458938,0.663158,0.6095,0.3938,0.4959,0.6998,0.9047
Obesity-related_traits,8,117897021,rs7459527,0.494737,0.9395,0.8938,0.9867,0.997,0.8124
Obesity-related_traits,14,82788861,rs746630,0.389474,0.2104,0.2986,0.1677,0.1083,0.0091
Obesity-related_traits,14,65821192,rs7494064,0.894737,0.9222,0.9554,0.9284,0.8946,0.9138
Response_to_abacavir-containing_treatment_in_HIV-1_infection_(virologic_failure),17,71733784,rs74976893,0.0947368,0.0447,0.0357,0.0491,0.0099,0.1846
Prostate_cancer,17,37741165,rs7501939,0.894737,0.696,0.7698,0.7372,0.6064,0.4433
Obesity-related_traits,22,50237830,rs7511006,0.294737,0.2478,0.3562,0.3773,0.4046,0.0802
Obesity-related_traits,1,103477009,rs7524694,0.2,0.1009,0.124,0.1094,0.0954,0.1762
Obesity-related_traits,1,59387647,rs7534016,0.442105,0.2334,0.3383,0.3558,0.1978,0.0129
Obesity-related_traits,1,220938438,rs7542375,0.778947,0.3818,0.4107,0.3926,0.3499,0.5265
Obesity-related_traits,1,240824454,rs7544372,0.957895,0.8026,0.6359,0.7393,0.8698,0.5567
Obesity-related_traits,1,207764891,rs7545126,0.0736842,0.0994,0.2877,0.2004,0.1044,0.0772
Type_2_diabetes,17,7041768,rs75493593,0.652632,0.2421,0.1002,0.0041,0.0169,0.003
C-reactive_protein,1,159728759,rs7553007,0.642105,0.3732,0.5665,0.3292,0.3091,0.1982
Response_to_anti-retroviral_therapy_(ddI/d4T)_in_HIV-1_infection_(Grade_3_peripheral_neuropathy),1,182052148,rs7554182,0.115789,0.062,0.0526,0.2832,0.0219,0.2383
Cognitive_performance,1,112313948,rs7555668,0.0315789,0.1297,0.1736,0.2229,0.2644,0.0121
Response_to_efavirenz-containing_treatment_in_HIV_1_infection_(virologic_failure),2,46880193,rs7560018,0.273684,0.4726,0.4236,0.4785,0.663,0.7405
Obesity-related_traits,2,170400087,rs7561268,0.168421,0.3401,0.6181,0.5399,0.5358,0.3427
Response_to_abacavir-containing_treatment_in_HIV-1_infection_(virologic_failure),2,40840846,rs7576600,0.0631579,0.0865,0.0218,0.0266,0.0388,0.4395
Acute_lymphoblastic_leukemia_(childhood),2,149540704,rs7578361,0.905263,0.6772,0.8581,0.7546,0.7584,0.2632
Obesity-related_traits,16,4207312,rs75825892,0.252632,0.0793,0,0.0204,0.0268,0.0008
Obesity-related_traits,2,69955673,rs7583236,0.494737,0.2017,0.2877,0.2198,0.1083,0.2746
Obesity-related_traits,9,126432494,rs758970,0.957895,0.6513,0.6617,0.6217,0.5895,0.4834
Obesity-related_traits,19,54193224,rs7595,1,0.6902,0.4802,0.8384,0.827,0.8563
Response_to_amphetamines,2,34868226,rs7600259,0.0105263,0.0807,0.129,0.1115,0.1034,0.1331
Obesity-related_traits,2,23726083,rs7608623,0.978947,0.7334,0.7768,0.6779,0.5924,0.4342
Obesity-related_traits,2,31367919,rs761926,0.8,0.3646,0.3423,0.3783,0.3022,0.0726
Response_to_abacavir-containing_treatment_in_HIV-1_infection_(virologic_failure),3,36169851,rs7623430,0.368421,0.3718,0.629,0.362,0.3052,0.9206
Obesity-related_traits,3,4662253,rs7632000,0.389474,0.0937,0.127,0.0143,0.0119,0.1029
Obesity-related_traits,3,172758629,rs7646507,0.989474,0.9222,0.8522,0.816,0.9414,0.7133
Trans_fatty_acid_levels,3,53724676,rs7649275,1,0.9265,1,0.8865,0.8688,0.888
Obesity-related_traits,3,43426403,rs7650267,0.0210526,0.1066,0.002,0.0562,0.159,0.2163
Obesity-related_traits,4,25941129,rs7654585,0.463158,0.634,0.501,0.4305,0.6034,0.6029
Cognitive_performance,4,82578160,rs7658637,0.178947,0.0173,0.0268,0.0307,0.005,0.0825
